output-gpt-4-1106-preview-0.txt	match	target: WASH-C	output: WASH-C
output-gpt-4-1106-preview-1.txt	mismatch	target: alpha3-beta1 integrin	output: ['alpha3-beta1 integrin', 'laminin-332']
output-gpt-4-1106-preview-10.txt	match	target: TAP	output: TAP complex
output-gpt-4-1106-preview-100.txt	match	target: Nup82	output: Nup82 complex
output-gpt-4-1106-preview-101.txt	mismatch	target: calcineurin	output: ['calcineurin', 'nuclear factor of activated T-cells (NFAT)']
output-gpt-4-1106-preview-102.txt	mismatch	target: LUBAC	output: ['Linear ubiquitin chain assembly complex (LUBAC)', 'NF-κB essential modulator (NEMO)']
output-gpt-4-1106-preview-103.txt	match	target: OEC (PSII)	output: OEC (PSII)
output-gpt-4-1106-preview-104.txt	match	target: IL-7 receptor	output: IL-7 receptor
output-gpt-4-1106-preview-105.txt	match	target: HUalpha	output: HUalpha protein complex
output-gpt-4-1106-preview-106.txt	match	target: 5HT-3A receptor	output: 5HT-3A receptor
output-gpt-4-1106-preview-107.txt	match	target: B9	output: B9 protein complex
output-gpt-4-1106-preview-108.txt	match	target: PGH	output: PGH
output-gpt-4-1106-preview-109.txt	match	target: 5HT3A-R	output: 5HT3A-R
output-gpt-4-1106-preview-11.txt	match	target: membrane-bound IgA	output: Membrane-bound IgA
output-gpt-4-1106-preview-110.txt	match	target: TriC	output: TriC
output-gpt-4-1106-preview-111.txt	match	target: extracellular ferritin	output: Extracellular ferritin
output-gpt-4-1106-preview-112.txt	match	target: MKS	output: MKS
output-gpt-4-1106-preview-113.txt	match	target: energy coupling factor (ECF)-type ABC transporter	output: energy coupling factor (ECF)-type ABC transporter
output-gpt-4-1106-preview-114.txt	match	target: CDL2	output: CDL2
output-gpt-4-1106-preview-115.txt	mismatch	target: serpin	output: serpin protein complexes
output-gpt-4-1106-preview-116.txt	match	target: UvrABC excinuclease	output: UvrABC excinuclease
output-gpt-4-1106-preview-117.txt	mismatch	target: R2TP	output: ['R2TP complex', 'HSPs']
output-gpt-4-1106-preview-118.txt	match	target: IML1	output: IML1
output-gpt-4-1106-preview-119.txt	mismatch	target: alpha-beta TCR	output: ['alpha-beta TCR', 'peptide-MHC (pMHC) complex', 'V(D)J recombination']
output-gpt-4-1106-preview-12.txt	match	target: replisome	output: replisome
output-gpt-4-1106-preview-120.txt	match	target: eNoSc	output: eNoSc protein complex
output-gpt-4-1106-preview-121.txt	match	target: NACA	output: NACA protein complex
output-gpt-4-1106-preview-122.txt	match	target: PeBoW	output: PeBoW complex
output-gpt-4-1106-preview-123.txt	match	target: Swm1/2	output: Swm1/2 protein complex
output-gpt-4-1106-preview-124.txt	mismatch	target: alpha-glucosidase II	output: calnexin/calreticulin cycle
output-gpt-4-1106-preview-125.txt	mismatch	target: MAT	output: Methionine Adenosyltransferase (MAT) protein complex
output-gpt-4-1106-preview-126.txt	mismatch	target: RDRC	output: ['- RDRC', '- SAM (S-adenosylmethionine)', '- ROS (reactive oxygen species)']
output-gpt-4-1106-preview-127.txt	match	target: FACT	output: FACT
output-gpt-4-1106-preview-128.txt	match	target: AHAS	output: AHAS
output-gpt-4-1106-preview-129.txt	match	target: HAUS	output: HAUS complex
output-gpt-4-1106-preview-13.txt	match	target: MRN	output: MRN complex
output-gpt-4-1106-preview-130.txt	match	target: ADPG pyrophosphorylase	output: ADPG pyrophosphorylase
output-gpt-4-1106-preview-131.txt	match	target: CAF-1	output: CAF-1
output-gpt-4-1106-preview-132.txt	match	target: CHEVI tethering	output: CHEVI tethering complex
output-gpt-4-1106-preview-133.txt	match	target: eIF2	output: eIF2
output-gpt-4-1106-preview-134.txt	match	target: laminin-421	output: laminin-421
output-gpt-4-1106-preview-135.txt	match	target: ABI	output: ABI protein complex
output-gpt-4-1106-preview-136.txt	match	target: collagen type IV trimer	output: collagen type IV trimer
output-gpt-4-1106-preview-137.txt	match	target: channel-forming toxin	output: channel-forming toxin
output-gpt-4-1106-preview-138.txt	match	target: fibrinogen gamma chain	output: fibrinogen gamma chain
output-gpt-4-1106-preview-139.txt	match	target: 90S preribosome	output: 90S preribosome
output-gpt-4-1106-preview-14.txt	match	target: CRL5	output: CRL5 protein complex
output-gpt-4-1106-preview-140.txt	match	target: centralspindlin	output: centralspindlin
output-gpt-4-1106-preview-141.txt	mismatch	target: gamma-delta T cell receptor	output: ['gamma-delta T cell receptor (γδ TCR)', 'major histocompatibility complex (MHC)']
output-gpt-4-1106-preview-142.txt	match	target: GimC	output: GimC protein complex
output-gpt-4-1106-preview-143.txt	mismatch	target: T cell receptor	output: ['T cell receptor', 'major histocompatibility complex (MHC) molecule']
output-gpt-4-1106-preview-144.txt	match	target: GABA transaminase	output: GABA transaminase
output-gpt-4-1106-preview-145.txt	mismatch	target: ESCRT3	output: endosomal sorting complex required for transport, namely ESCRT3
output-gpt-4-1106-preview-146.txt	match	target: editosome	output: editosome
output-gpt-4-1106-preview-147.txt	match	target: TGF-betal	output: TGF-betal
output-gpt-4-1106-preview-148.txt	match	target: NatC	output: NatC
output-gpt-4-1106-preview-149.txt	match	target: Ferric coprogen receptor	output: Ferric coprogen receptor
output-gpt-4-1106-preview-15.txt	match	target: MPCFERM	output: MPCFERM
output-gpt-4-1106-preview-150.txt	mismatch	target: surface IgG2b	output: IgG2b
output-gpt-4-1106-preview-151.txt	match	target: GPI-MT-I	output: GPI-MT-I
output-gpt-4-1106-preview-152.txt	match	target: respiratory chain complex IV	output: respiratory chain complex IV
output-gpt-4-1106-preview-153.txt	match	target: Serine/threonine-protein phosphatase 2A	output: Serine/threonine-protein phosphatase 2A
output-gpt-4-1106-preview-154.txt	match	target: Brahma-associated factor	output: Brahma-associated factor
output-gpt-4-1106-preview-155.txt	match	target: phycobilisome	output: phycobilisome
output-gpt-4-1106-preview-156.txt	match	target: MTB	output: MTB protein complex
output-gpt-4-1106-preview-157.txt	match	target: surface IgD	output: surface IgD
output-gpt-4-1106-preview-158.txt	match	target: mglABC	output: mglABC protein complex
output-gpt-4-1106-preview-159.txt	match	target: VLA-3	output: VLA-3 protein complex
output-gpt-4-1106-preview-16.txt	match	target: dynein	output: dynein
output-gpt-4-1106-preview-160.txt	match	target: inhibin beta-B	output: inhibin beta-B
output-gpt-4-1106-preview-161.txt	match	target: T3SS	output: T3SS
output-gpt-4-1106-preview-162.txt	match	target: PDHE1	output: PDHE1
output-gpt-4-1106-preview-163.txt	match	target: Swm	output: Swm protein complex
output-gpt-4-1106-preview-164.txt	match	target: 5-hydroxytryptamine receptor 3	output: 5-hydroxytryptamine receptor 3
output-gpt-4-1106-preview-165.txt	match	target: polycystin	output: polycystin protein complex
output-gpt-4-1106-preview-166.txt	match	target: LPS receptor	output: LPS receptor
output-gpt-4-1106-preview-167.txt	match	target: axonemal dynein light chain	output: axonemal dynein light chain
output-gpt-4-1106-preview-168.txt	match	target: AHRC	output: AHRC
output-gpt-4-1106-preview-169.txt	match	target: SAT-OASS	output: SAT-OASS protein complex
output-gpt-4-1106-preview-17.txt	match	target: UTP-A	output: UTP-A complex
output-gpt-4-1106-preview-170.txt	match	target: RDC	output: RDC protein complex
output-gpt-4-1106-preview-171.txt	match	target: HslUV protease	output: HslUV protease
output-gpt-4-1106-preview-172.txt	mismatch	target: Biogenesis of lysosome-related organelles complex 1	output: Biogenesis of lysosome-related organelles complex 1 (BLOC-1)
output-gpt-4-1106-preview-173.txt	match	target: TGFbetal	output: TGFbetal protein complex
output-gpt-4-1106-preview-174.txt	match	target: 5-hydroxyisourate hydrolase	output: 5-hydroxyisourate hydrolase
output-gpt-4-1106-preview-175.txt	match	target: enhanceosome	output: enhanceosome
output-gpt-4-1106-preview-176.txt	match	target: GDC	output: GDC
output-gpt-4-1106-preview-177.txt	match	target: ClpAP protease	output: ClpAP protease
output-gpt-4-1106-preview-178.txt	match	target: connexon	output: connexon
output-gpt-4-1106-preview-179.txt	match	target: STAGA	output: STAGA complex
output-gpt-4-1106-preview-18.txt	match	target: Adenosylcobalamin-dependent ethanolamine ammonia-lyase	output: Adenosylcobalamin-dependent ethanolamine ammonia-lyase
output-gpt-4-1106-preview-180.txt	match	target: Bag6	output: Bag6
output-gpt-4-1106-preview-181.txt	match	target: membrane-bound IgG2b	output: Membrane-bound IgG2b
output-gpt-4-1106-preview-182.txt	match	target: IgM	output: IgM
output-gpt-4-1106-preview-183.txt	match	target: RC	output: RC
output-gpt-4-1106-preview-184.txt	mismatch	target: GARP	output: Golgi-associated retrograde protein (GARP) complex
output-gpt-4-1106-preview-185.txt	match	target: Cystine/glutamate antiporter system xc	output: Cystine/glutamate antiporter system xc
output-gpt-4-1106-preview-186.txt	match	target: Kininogenin	output: Kininogenin
output-gpt-4-1106-preview-187.txt	match	target: divisome	output: divisome
output-gpt-4-1106-preview-188.txt	mismatch	target: PA700-dependent proteasome activator	output: ['- PA700-dependent proteasome activator', '- ubiquitin-proteasome system']
output-gpt-4-1106-preview-189.txt	match	target: F1-F0	output: F1-F0 protein complex
output-gpt-4-1106-preview-19.txt	mismatch	target: FAR	output: Fibroblast Activation Regulator (FAR) complex
output-gpt-4-1106-preview-190.txt	match	target: holo-RdRp	output: holo-RdRp
output-gpt-4-1106-preview-191.txt	match	target: IgG2c	output: IgG2c
output-gpt-4-1106-preview-192.txt	match	target: ATG1 kinase	output: ATG1 kinase complex
output-gpt-4-1106-preview-193.txt	match	target: MSL	output: MSL complex
output-gpt-4-1106-preview-194.txt	match	target: alpha-beta T cell receptor	output: alpha-beta T cell receptor
output-gpt-4-1106-preview-195.txt	match	target: 5FMC	output: 5FMC
output-gpt-4-1106-preview-196.txt	match	target: DNA-directed RNA polymerase V	output: DNA-directed RNA polymerase V
output-gpt-4-1106-preview-197.txt	match	target: ESCRT I	output: ESCRT I
output-gpt-4-1106-preview-198.txt	match	target: LMA1	output: LMA1
